Nitrogen;Phosphorus;Potassium;Temperature;Humidity;pH_Value;Rainfall;Crop
32;14;37;2.273.031.253;8.848.567.856;6.825.256.236;1.046.843.243;Pomegranate
18;21;35;232.801.227;9.494.330.457;6.368.560.522;1.111.382.096;Pomegranate
8;23;38;1.930.106.297;871.775.172;7.005.410.734;1.054.766.591;Pomegranate
15;6;41;190.087.067;8.883.768.149;6.897.368.477;1.086.793.978;Pomegranate
0;5;36;2.435.193.812;9.088.612.388;6.152.906.502;105.529.185;Pomegranate
22;9;44;2.472.235.539;8.887.651.295;5.744.361.602;1.121.926.517;Pomegranate
14;8;43;2.192.513.945;9.446.485.312;7.051.654.924;1.117.162.016;Pomegranate
31;11;45;2.483.954.414;8.688.738.076;6.034.612.928;1.076.435.771;Pomegranate
39;17;45;1.809.691.127;9.042.177.379;6.924.490.731;10.488.189;Pomegranate
10;5;42;2.024.104.904;9.108.706.822;6.887.005.997;1.092.537.734;Pomegranate
8;28;38;2.322.594;9.442.971.362;68.444.019;1.056.917.856;Pomegranate
32;13;42;2.350.128.217;9.297.527.546;5.786.058.032;10.661.905;Pomegranate
18;9;40;1.944.623.085;8.902.127.045;5.627.186.257;1.061.606.833;Pomegranate
20;27;41;2.051.343.484;9.251.675.903;5.700.088.663;1.105.764.023;Pomegranate
39;25;36;1.890.223.032;9.499.897.537;5.567.805.185;1.076.103.211;Pomegranate
20;7;45;1.890.592.319;8.924.126.808;6.077.886.012;1.124.750.941;Pomegranate
11;10;45;2.263.045.168;8.845.577.158;6.397.995.609;1.090.357.597;Pomegranate
40;18;43;1.938.603.815;8.679.058.496;5.767.372.539;1.099.130.984;Pomegranate
3;26;39;2.438.318.965;9.119.431.555;7.079.973.241;1.036.012.114;Pomegranate
9;16;36;2.377.989.026;9.293.386.903;5.893.332.378;106.977.723;Pomegranate
30;20;38;2.259.890.174;9.316.343.942;7.058.222.596;1.100.932.899;Pomegranate
40;9;41;2.437.766.782;854.017.118;578.270.695;106.128.338;Pomegranate
40;30;35;2.089.273.273;9.107.776.977;6.269.663.963;1.044.407.083;Pomegranate
32;25;35;1.809.903.225;8.570.786.282;5.892.913.826;1.070.050.976;Pomegranate
33;23;45;2.000.218.987;8.583.618.191;7.116.538.883;112.337.046;Pomegranate
4;14;41;1.985.139.326;8.980.732.335;6.430.163.481;1.028.186.358;Pomegranate
13;17;45;2.125.433.607;9.265.058.936;7.159.520.979;1.062.784.673;Pomegranate
39;24;39;2.365.374.106;9.332.657.504;6.431.265.737;1.098.076.178;Pomegranate
8;28;37;2.388.404.783;8.620.613.842;6.082.571.701;1.083.121.789;Pomegranate
91;94;46;2.936.792.366;7.624.900.101;6.149.934.034;9.282.840.911;Banana
105;95;50;2.733.368.994;8.367.675.197;5.849.076.099;1.010.494.791;Banana
108;92;53;2.740.053.601;8.296.221.306;6.276.800.323;1.049.378;Banana
86;76;54;293.159.075;8.011.585.705;5.926.824.754;9.010.978.128;Banana
80;77;49;2.605.433.004;7.939.654.531;5.519.088.423;1.132.297.373;Banana
93;94;53;2.586.632.408;8.442.379.269;6.079.178.788;1.145.357.503;Banana
90;92;55;2.700.932.084;8.018.546.798;613.465.588;9.732.531.705;Banana
108;89;53;2.955.054.817;7.806.762.846;5.808.497.604;9.934.482.238;Banana
108;88;55;2.628.845.991;83.390.039;5.891.458.107;1.138.729.798;Banana
105;77;52;2.916.226.551;7.616.151.562;5.816.622.479;1.000.075.679;Banana
118;88;52;2.865.003.945;8.268.752.542;5.843.163.161;9.875.084.366;Banana
101;87;54;2.907.311.132;7.650.045.221;6.376.756.633;1.001.692.639;Banana
95;75;50;2.808.166.093;7.526.429.821;5.623.615.687;1.182.761.894;Banana
106;85;53;271.994.597;788.086.068;591.505.509;9.972.430.835;Banana
86;95;49;2.805.484.146;7.804.602.887;6.458.714.879;1.083.957.179;Banana
83;79;55;2.514.748.006;8.334.688.193;5.565.028.635;9.866.679.427;Banana
85;95;47;2.594.019.018;783.422.098;6.211.833.161;11.984.797;Banana
109;79;45;2.766.752.761;7.968.542.782;6.490.074.429;10.866.464;Banana
100;76;45;2.556.703.012;7.594.067.692;5.590.236.025;1.027.867.717;Banana
117;86;48;286.956.201;8.254.195.839;6.225.225.239;1.161.616.839;Banana
114;94;53;2.633.544.853;768.532.006;6.190.757.459;1.186.858.263;Banana
110;78;50;2.593.730.186;7.889.864.446;5.915.568.968;9.821.747.528;Banana
94;70;48;2.513.686.519;8.488.394.407;6.195.152.442;9.146.442.491;Banana
80;71;47;2.750.527.651;8.079.783.998;6.156.373.499;1.050.776.992;Banana
114;79;51;2.621.009.246;8.234.429.458;6.313.197.204;1.120.700.033;Banana
88;78;45;2.910.403.455;7.919.588.629;6.324.270.089;9.207.835.761;Banana
112;73;48;292.440.638;7.732.017.166;5.707.488.987;9.066.727.868;Banana
117;76;47;2.556.202.173;7.738.229.006;6.119.216.009;9.310.247.183;Banana
111;87;48;263.985.515;8.136.028.902;5.571.401.169;9.816.752.001;Banana
89;83;47;2.809.577.643;7.779.586.769;563.127.166;1.095.408.614;Banana
93;91;47;2.784.767.901;8.331.110.751;6.101.241.579;1.172.878.912;Banana
92;81;52;2.739.341.554;814.654.833;6.438.137.279;9.431.102.057;Banana
105;74;45;2.514.517.635;8.138.204.104;6.098.369.122;119.218.154;Banana
102;71;48;2.865.456.263;7.928.693.687;5.695.267.822;1.024.633.775;Banana
94;91;51;2.916.093.424;7.667.484.233;5.618.094.446;109.575.944;Banana
116;71;47;2.757.278.064;820.638.878;6.435.785.799;9.134.276.507;Banana
117;79;49;2.540.909.896;8.236.208.097;6.176.644.228;1.129.794.804;Banana
119;72;55;2.599.069.521;8.333.983.116;6.220.643.671;1.120.777.152;Banana
99;73;53;2.629.039.046;8.106.003.778;5.871.702.211;1.186.730.366;Banana
91;84;52;2.914.827.211;7.871.024.836;6.390.741.836;117.536.781;Banana
80;90;47;2.659.743.595;7.935.898.915;621.084.479;1.073.944.717;Banana
101;70;48;2.536.059.237;7.503.193.255;6.012.696.655;1.165.531.455;Banana
108;89;53;2.912.036.889;8.018.080.728;5.908.770.059;1.123.982.055;Banana
100;80;52;2.753.911.354;7.725.629.897;6.049.801.781;1.103.262.123;Banana
109;91;53;2.966.727.337;8.351.014.178;6.010.095.853;1.102.511.102;Banana
82;78;46;2.505.802.193;8.497.323.747;5.738.678.895;1.104.408.803;Banana
106;70;55;2.586.824.781;7.852.399.914;574.055.541;1.163.019.555;Banana
90;86;52;2.585.036.988;8.195.580.471;5.793.260.262;1.190.856.171;Banana
83;95;50;2.651.682.337;7.779.913.575;550.947.065;1.088.547.508;Banana
119;90;48;2.866.725.136;7.959.242.542;5.986.442.306;1.182.583.441;Banana
107;72;45;2.814.938.935;8.154.448.882;5.790.768.046;9.140.508.414;Banana
116;81;55;2.642.313.317;836.995.044;5.915.546.415;9.512.322.062;Banana
101;75;50;2.659.386.409;8.140.740.301;6.242.528.278;1.099.825.551;Banana
93;81;50;2.771.822.477;7.657.853.189;6.036.079.266;1.022.099.836;Banana
95;75;45;2.898.333.432;8.295.958.244;5.829.898.502;109.022.564;Banana
107;71;55;2.942.017.919;8.396.754.496;6.088.064.451;117.229.079;Banana
83;94;47;2.739.872.329;8.110.523.402;6.469.370.954;1.121.355.384;Banana
102;73;54;264.020.227;8.441.007.614;5.720.726.906;1.110.162.259;Banana
86;79;45;2.781.251.452;8.269.285.419;580.766.417;9.920.961.514;Banana
117;86;53;2.519.640.218;8.355.829.874;5.703.381.728;1.158.586.081;Banana
111;79;53;2.831.193.338;7.577.363.772;6.165.001.278;119.695.765;Banana
95;74;50;2.590.113.128;8.047.152.737;6.002.481.605;11.010.323;Banana
91;75;55;2.748.612.983;7.611.239.849;6.212.369.363;1.092.768.851;Banana
93;83;46;2.938.254.012;8.350.423.735;5.765.308.943;1.092.486.647;Banana
92;85;51;2.922.118.628;8.108.183.635;5.740.764.682;1.088.616.474;Banana
104;80;54;2.709.062.164;8.133.506.906;5.879.119.455;1.101.331.182;Banana
103;72;51;2.612.643.374;8.181.365.007;6.099.478.745;1.044.812.858;Banana
92;75;45;2.901.207.743;7.795.192.527;5.674.403.359;9.043.495.443;Banana
93;85;49;2.796.799.119;7.928.625.709;5.694.243.847;1.194.765.557;Banana
120;87;52;280.764.455;7.605.522.115;5.905.494.703;1.189.923.573;Banana
108;72;46;2.516.278.237;8.497.849.241;6.110.844.721;9.094.554.618;Banana
105;88;54;2.578.749.808;8.451.194.224;6.020.445.317;1.142.005.455;Banana
98;79;50;2.534.119.774;8.447.321.314;6.435.917.308;9.106.493.353;Banana
111;88;55;2.944.795.403;7.834.971.537;5.505.393.833;9.645.042.585;Banana
97;74;45;2.647.522.633;7.851.833.782;5.677.719.902;1.131.161.095;Banana
95;82;48;2.739.489.579;8.331.172.003;5.719.014.989;9.278.133.617;Banana
89;91;55;2.508.347.445;80.261.731;6.275.572.298;9.432.961.456;Banana
89;85;55;266.719.835;7.648.541.655;6.275.384.607;9.173.358.569;Banana
118;88;51;2.544.926.208;7.949.221.962;6.201.911.642;1.006.619.171;Banana
101;92;45;2.822.776.705;806.430.384;5.758.054.257;9.800.403.016;Banana
99;92;47;281.279.509;7.748.247.073;6.323.933.647;1.035.045.395;Banana
82;77;46;289.470.467;821.888.998;5.901.100.841;9.583.016.448;Banana
90;86;55;2.796.236.771;8.415.403.614;5.644.486.582;9.755.986.676;Banana
95;88;52;2.800.316.034;7.890.085.998;6.235.461.772;9.468.180.316;Banana
104;73;46;291.400.919;801.190.228;628.236.237;9.045.142.867;Banana
102;73;52;279.122.104;8.336.307.683;6.356.090.905;9.024.211.529;Banana
100;74;52;2.543.480.512;8.153.977.797;5.837.258.235;9.647.800.391;Banana
94;89;48;2.855.980.972;8.451.602.322;5.653.437.902;1.110.843.029;Banana
99;70;46;2.659.580.783;8.299.556.744;5.727.469.947;1.005.123.341;Banana
112;87;48;2.719.711.623;773.970.629;6.200.111.068;9.946.950.465;Banana
117;82;45;2.529.391.516;7.929.122.198;5.614.471.478;1.054.220.251;Banana
96;86;51;2.990.888.522;7.698.740.841;6.257.369.799;9.199.964.712;Banana
113;85;45;2.794.972.463;7.663.713.353;6.037.430.836;1.090.921.631;Banana
105;93;46;2.501.018.457;7.876.260.938;5.760.457.558;1.083.690.513;Banana
85;89;51;2.921.144.871;8.470.189.923;6.158.164.422;1.085.501.443;Banana
108;94;47;2.735.911.627;8.454.625.006;6.387.431.383;9.081.250.457;Banana
92;81;52;280.106.804;7.652.808.057;5.891.413.895;1.037.040.783;Banana
110;71;54;2.867.208.915;8.220.793.613;5.725.418.961;9.437.987.496;Banana
82;75;55;2.734.585.147;784.873.835;6.281.069.505;9.215.524.332;Banana
117;81;53;2.950.704.598;7.820.585.613;5.507.641.778;9.812.565.829;Banana
2;40;27;2.973.770.045;4.754.885.174;5.954.626.604;9.009.586.854;Mango
39;24;31;3.355.695.561;5.372.979.826;4.757.114.897;9.867.527.561;Mango
21;26;27;2.700.315.545;4.767.525.434;5.699.586.972;9.585.118.326;Mango
25;22;25;3.356.150.184;4.553.556.603;5.977.413.803;9.570.525.913;Mango
0;21;32;3.589.855.625;5.425.964.196;6.430.139.436;9.219.721.736;Mango
20;19;35;3.417.719.782;5.062.161.586;6.113.935.087;9.800.687.989;Mango
19;21;34;3.001.592.643;5.319.212.381;5.074.272.692;9.772.843.182;Mango
18;17;31;3.174.592.134;4.516.127.859;5.667.507.706;9.375.441.586;Mango
11;36;33;3.599.009.679;5.222.780.489;5.978.634.285;953.713.484;Mango
30;28;30;3.186.641.378;5.219.331.595;5.064.613.314;9.846.768.642;Mango
18;19;27;2.775.518.664;5.234.605.806;4.772.385.986;9.411.213.345;Mango
23;23;27;3.472.413.192;514.271.781;5.161.148.592;9.731.258.083;Mango
37;30;34;2.753.907.547;5.363.549.533;6.797.779.227;9.935.408.185;Mango
11;27;30;2.769.637.763;485.622.488;639.474.303;8.985.646.496;Mango
12;19;31;2.725.373.364;5.266.319.725;5.566.704.378;9.187.312.479;Mango
3;28;33;3.033.723.921;4.888.704.844;5.755.049.971;9.442.850.522;Mango
37;38;32;3.185.744.939;4.553.106.268;5.417.340.525;9.155.845.821;Mango
26;37;30;3.539.986.338;4.945.962.621;6.166.173.834;9.741.054.011;Mango
14;18;30;2.980.747.243;5.213.797.867;5.191.265.116;9.574.606.104;Mango
40;16;35;3.416.438.906;5.416.482.251;4.954.739.564;9.833.351.125;Mango
4;20;25;2.893.270.187;4.794.053.996;5.664.587.011;999.834.242;Mango
36;25;33;2.798.392.787;5.333.018.851;5.548.584.852;9.961.465.679;Mango
30;17;31;3.120.478.173;5.449.960.506;6.804.437.106;9.462.954.663;Mango
28;37;28;3.213.409.675;5.052.559.148;6.097.869.767;9.863.333.684;Mango
38;15;30;2.891.862.016;4.813.974.548;5.075.504.537;9.701.331.604;Mango
12;37;30;3.109.779.147;4.741.196.659;4.546.466.109;9.028.624.348;Mango
38;19;31;3.473.823.882;4.908.864.345;5.855.119.268;9.065.022.183;Mango
8;33;29;2.998.080.499;4.948.613.279;6.442.393.461;9.182.271.568;Mango
15;27;28;3.380.398.664;4.612.866.113;4.507.523.551;9.082.549.241;Mango
34;16;25;3.007.202.564;5.096.040.505;610.729.559;9.209.609.766;Mango
11;36;31;2.792.063.282;5.177.965.917;647.544.932;1.002.585.673;Mango
33;29;34;3.140.948.821;4.921.729.127;6.832.979.509;9.299.739.415;Mango
12;31;26;357.877.738;5.194.190.321;5.395.275.719;1.002.160.615;Mango
12;34;28;3.336.140.093;4.502.236.377;613.526.938;9.881.596.545;Mango
5;16;31;3.596.054.636;4.869.677.802;4.555.688.532;9.800.644.238;Mango
1;30;29;2.833.333.307;5.139.586.505;6.434.197.756;9.167.241.761;Mango
16;35;31;3.227.652.024;5.019.368.841;5.316.875.978;9.599.487.068;Mango
35;18;26;3.199.490.489;5.084.881.347;5.279.388.967;9.738.741.498;Mango
4;40;26;2.758.258.929;4.856.916.221;6.720.041.791;958.445.641;Mango
9;29;34;2.938.471.637;4.588.744.691;572.742.254;1.008.124.659;Mango
2;38;33;3.238.697.531;532.328.243;4.691.396.195;9.021.633.216;Mango
26;32;32;3.091.471.455;4.992.963.856;6.810.186.079;9.014.047.759;Mango
34;38;31;3.537.775.595;4.558.110.023;6.454.045.329;9.741.586.402;Mango
5;32;33;3.232.362.177;525.896.771;5.842.763.773;9.336.718.816;Mango
31;29;26;2.822.373.428;4.740.519.056;5.024.124.684;9.776.832.322;Mango
34;34;35;2.727.433.181;4.716.808.054;6.422.710.539;95.257.992;Mango
36;19;32;2.710.710.832;5.070.880.979;494.295.037;9.237.238.878;Mango
7;17;26;3.489.226.666;4.875.613.373;6.414.526.606;9.163.074.547;Mango
38;15;27;337.462.686;4.850.387.598;6.777.788.126;9.226.439.205;Mango
5;19;25;273.511.056;5.443.945.147;6.441.328.044;9.627.792.547;Mango
37;36;26;3.289.300.162;5.261.323.969;4.650.536.197;9.449.161.372;Mango
21;31;32;3.538.598.705;5.142.664.176;5.254.532.213;9.029.643.888;Mango
37;36;27;275.529.736;4.790.859.131;5.910.634.533;9.040.332.704;Mango
23;23;30;3.282.141.065;4.745.553.843;4.755.273.631;9.089.173.106;Mango
36;26;26;3.017.294.105;510.845.903;6.814.630.246;9.523.444.287;Mango
24;33;35;2.926.382.931;5.482.257.868;5.342.866.119;1.007.586.226;Mango
26;18;30;3.206.097.197;5.108.494.181;6.336.234.624;9.659.816.497;Mango
22;17;26;2.869.818.144;4.771.875.722;4.754.435.025;99.642.454;Mango
11;34;32;2.914.305.008;4.940.983.294;6.831.706.773;9.755.155.537;Mango
29;35;28;283.471.611;5.353.903.102;6.967.417.766;9.040.260.445;Mango
22;28;26;2.767.256.197;4.541.692.012;4.947.683.034;9.284.991.507;Mango
23;24;32;281.218.093;4.616.888.595;5.630.619.901;9.330.247.448;Mango
1;35;34;3.079.375.683;4.669.536.813;627.339.822;9.221.318.555;Mango
2;24;34;2.889.409.382;5.480.750.249;6.472.774.648;9.476.322.976;Mango
39;37;25;3.333.024.826;4.561.143.594;6.953.246.506;9.828.583.013;Mango
15;36;27;2.778.912.455;5.396.886.679;5.643.710.216;9.101.152.997;Mango
3;18;31;3.165.333.432;4.820.662.669;6.392.313.973;9.109.745.581;Mango
8;38;32;2.975.150.773;4.673.723.302;4.981.816.523;91.405.983;Mango
33;31;34;3.132.995.611;5.022.287.593;5.421.265.283;8.978.216.168;Mango
14;29;32;3.563.627.319;4.897.047.762;6.942.520.105;9.751.952.041;Mango
18;20;26;3.166.524.687;5.198.594.645;5.435.840.509;8.998.024.312;Mango
9;21;32;3.226.935.342;5.356.092.806;5.870.116.071;9.594.035.356;Mango
20;30;27;2.781.005.614;5.159.445.462;474.910.393;9.589.898.581;Mango
9;38;25;3.458.561.471;5.034.035.336;5.497.946.899;1.003.060.719;Mango
26;24;34;3.127.180.992;5.223.810.152;6.811.291.098;8.974.409.017;Mango
31;36;29;3.393.679.864;5.272.170.281;6.460.542.749;974.611.918;Mango
14;18;35;3.109.154.239;4.702.058.367;4.791.146.778;9.146.664.318;Mango
40;16;35;3.189.356.292;4.902.450.149;64.841.522;8.959.371.481;Mango
28;27;34;3.245.465.292;5.069.693.751;6.526.654.345;9.504.871.605;Mango
0;17;30;3.547.478.322;4.797.230.503;6.279.133.738;9.779.072.474;Mango
1;29;29;2.732.961.444;4.930.347.234;6.052.026.047;9.353.197.359;Mango
2;36;31;3.090.225.239;4.995.955.487;573.171.945;9.177.522.598;Mango
12;27;26;2.909.382.275;455.661.059;532.307.197;9.623.520.043;Mango
7;28;35;3.002.086.169;4.678.393.776;466.910.839;9.663.721.027;Mango
0;36;26;3.413.072.188;5.125.786.185;5.101.206.389;9.638.808.001;Mango
26;35;31;3.344.619.894;5.305.980.465;5.339.556.562;9.805.089.394;Mango
27;21;30;353.915.464;5.248.823.147;5.061.081.874;9.122.881.052;Mango
22;38;31;3.153.356.352;5.306.009.323;5.821.106.036;9.857.025.046;Mango
22;18;31;307.645.515;4.793.791.463;5.956.027.059;9.038.503.469;Mango
28;23;28;3.001.821.337;500.983.181;5.676.032.581;9.608.745.082;Mango
7;31;27;3.132.863.689;4.759.319.575;6.524.114.355;9.467.344.737;Mango
29;34;26;3.388.004.781;5.439.416.048;6.273.953.676;8.929.147.581;Mango
8;37;33;2.807.802.689;549.640.534;6.128.167.757;9.745.373.619;Mango
39;16;27;3.553.845.018;5.294.641.947;4.934.964.765;9.154.560.427;Mango
40;24;25;2.870.595.247;5.044.030.129;5.445.008.416;958.946.444;Mango
19;38;26;3.148.451.729;4.877.926.304;4.525.722.333;9.317.221.967;Mango
21;21;30;2.769.819.273;5.141.593.238;5.403.908.328;1.007.720.705;Mango
22;18;33;3.041.235.793;5.248.100.602;6.621.623.545;9.392.375.879;Mango
31;20;30;3.217.752.026;5.401.352.682;6.207.495.815;9.188.766.069;Mango
18;26;31;326.112.614;4.774.916.499;5.418.475.257;9.110.190.759;Mango
24;130;195;2.999.677.232;8.154.156.612;6.112.305.667;6.712.534.492;Grapes
13;144;204;307.280.404;8.242.614.055;6.092.241.627;6.838.135.469;Grapes
22;123;205;3.244.577.836;8.388.504.863;5.896.343.436;6.873.932.528;Grapes
36;125;196;3.746.566.825;8.065.968.681;615.526.103;6.683.872.293;Grapes
24;131;196;2.203.296.178;8.374.372.787;5.732.453.638;6.534.440.794;Grapes
2;123;198;3.964.851.881;8.221.079.946;6.253.034.534;7.039.906.054;Grapes
35;140;197;1.677.557.314;8.275.241.875;6.106.190.557;6.676.285.469;Grapes
11;122;195;1.214.190.714;8.356.812.483;5.647.202.395;6.963.122.027;Grapes
6;123;203;127.567.962;8.162.497.448;6.130.310.493;6.677.844.567;Grapes
17;134;204;3.904.071.989;8.018.393.287;6.499.604.931;7.388.467.027;Grapes
25;130;197;3.970.772.192;8.268.593.454;5.554.831.977;7.491.506.217;Grapes
27;145;205;9.467.960.445;8.229.335.466;5.800.242.694;6.602.765.219;Grapes
9;122;201;2.958.748.357;8.091.934.392;5.570.290.539;6.806.417.307;Grapes
16;139;203;1.782.803.682;8.096.093.443;627.564.088;6.584.748.763;Grapes
32;141;204;8.825.674.745;8.289.753.705;5.536.645.599;67.235.765;Grapes
22;138;195;2.783.487.131;8.351.444.973;6.208.196.881;7.302.882.766;Grapes
31;144;202;1.102.105.378;8.055.557.235;5.870.600.622;6.823.963.161;Grapes
3;136;205;175.862.944;8.084.806.564;6.334.771.461;714.065.452;Grapes
28;122;197;1.989.363.946;8.273.366.439;5.856.575.335;6.966.256.816;Grapes
4;136;204;2.993.707.596;8.177.713.468;5.898.944.282;6.552.279.323;Grapes
39;145;201;3.673.126.647;8.058.931.938;5.775.600.435;7.224.230.804;Grapes
38;132;197;2.042.094.753;8.154.185.044;5.931.101.816;6.693.065.667;Grapes
36;133;198;2.551.939.719;8.398.351.748;62.286.454;6.917.281.221;Grapes
25;121;201;3.050.734.778;8.271.775.569;5.594.240.603;7.008.200.379;Grapes
15;125;199;184.269.936;8.055.625.868;5.569.230.319;6.975.734.306;Grapes
24;140;205;12.087.022;8.359.398.734;593.202.852;6.866.813.363;Grapes
13;132;203;2.360.115.364;8.248.336.987;6.423.216.506;7.323.901.752;Grapes
5;126;197;1.280.000.387;8.120.876.367;6.417.500.829;6.710.439.401;Grapes
30;120;200;3.806.099.482;8.224.729.637;6.234.904.253;6.570.148.216;Grapes
23;142;197;3.906.555.518;8.203.812.973;6.000.573.725;6.930.772.897;Grapes
26;135;203;3.378.372.897;8.116.314.317;5.685.102.769;7.453.557.341;Grapes
7;126;203;1.676.201.707;8.200.335.557;5.662.140.095;7.328.712.806;Grapes
32;139;198;3.589.307.536;8.266.850.729;6.358.186.848;6.653.946.559;Grapes
9;141;202;2.101.245.395;8.117.931.863;6.119.495.295;6.638.448.261;Grapes
20;142;196;1.089.875.873;8.001.639.435;6.207.600.783;6.869.420.397;Grapes
32;129;201;1.636.251.869;8.300.471.609;648.754.639;7.155.665.483;Grapes
3;134;199;2.028.370.163;8.132.235.739;581.717.753;7.106.611.222;Grapes
38;138;204;2.511.108.456;8.325.447.587;6.325.480.034;7.301.026.829;Grapes
14;131;198;334.641.162;8.386.742.974;5.562.790.949;6.792.204.319;Grapes
20;122;204;117.976.469;8.086.325.389;6.487.369.687;6.506.962.486;Grapes
40;126;201;1.136.300.891;8.003.100.049;6.116.982.944;7.118.289.431;Grapes
36;128;204;2.523.542.319;8.068.700.527;5.695.792.761;6.703.840.888;Grapes
11;132;197;1.599.050.693;8.123.966.573;5.734.317.007;7.440.198.861;Grapes
0;137;195;224.359.017;8.018.612.085;6.329.499.832;653.973.168;Grapes
19;123;200;3.476.086.052;8.103.544.763;6.167.013.532;6.570.430.027;Grapes
31;136;197;3.111.047.251;8.334.010.951;5.653.776.058;7.143.001.582;Grapes
4;134;200;2.857.828.803;8.095.628.959;5.840.256.272;7.334.232.097;Grapes
39;139;201;4.118.664.903;8.101.783.402;5.539.980.812;6.868.895.899;Grapes
8;127;196;2.702.766.138;8.317.093.908;5.833.302.165;7.095.666.003;Grapes
39;138;203;2.119.339.319;8.233.098.331;6.399.433.771;7.462.834.921;Grapes
32;120;204;1.038.004.759;8.344.518.113;6.138.958.698;673.917.379;Grapes
12;142;203;313.115.978;8.256.407.013;5.972.850.838;6.501.095.312;Grapes
8;133;195;2.046.657.776;8.097.598.029;6.456.079.585;7.129.813.872;Grapes
8;139;199;2.936.947.679;8.153.996.362;6.336.426.667;6.613.442.813;Grapes
21;134;202;1.072.302.459;8.002.130.636;6.425.419.926;652.982.112;Grapes
40;140;195;1.497.846.952;8.049.979.873;6.294.395.676;7.163.437.433;Grapes
39;127;202;153.246.651;8.167.215.994;6.477.768.039;7.160.102.999;Grapes
19;120;195;1.873.932.187;8.112.109.244;5.931.538.447;7.355.807.954;Grapes
21;139;201;193.642.553;8.336.094.029;5.980.598.579;6.715.094.741;Grapes
17;136;195;4.120.733.624;8.161.051.026;6.389.783.283;6.590.227.462;Grapes
33;139;203;3.334.214.482;8.251.034.633;5.693.287.415;7.068.098.614;Grapes
22;133;201;2.381.995.682;8.012.211.649;600.299.607;672.739.864;Grapes
32;130;196;4.066.012.294;8.124.995.984;6.372.959.542;7.403.030.056;Grapes
37;135;205;1.182.768.186;802.827.185;5.510.924.849;7.410.225.057;Grapes
15;140;195;1.328.504.331;8.354.193.816;569.945.282;6.580.006.004;Grapes
39;132;196;3.583.089.092;8.332.560.104;5.778.594.403;7.367.984.885;Grapes
40;121;199;2.618.159.716;8.103.886.263;6.315.586.313;6.605.911.698;Grapes
40;132;202;2.457.558.351;8.070.695.797;5.971.813.006;69.706.113;Grapes
29;142;203;2.967.229.086;8.371.498.986;5.891.195.653;6.648.490.371;Grapes
32;121;199;3.937.102.553;8.125.353.895;6.129.812.716;7.408.101.744;Grapes
6;140;205;1.766.558.428;8.292.903.419;6.313.085.601;698.671.263;Grapes
8;120;196;2.406.679.352;8.266.396.666;6.053.662.544;6.981.855.775;Grapes
34;133;202;1.531.413.469;8.009.711.412;5.804.799.142;7.482.144.653;Grapes
35;135;199;2.177.466.746;8.054.942.557;6.400.719.746;6.939.630.398;Grapes
16;145;199;2.691.624.843;8.076.838.926;5.953.966.361;6.930.927.185;Grapes
8;136;201;4.165.602.996;8.222.118.237;5.609.255.992;7.419.664.838;Grapes
25;129;195;1.798.667.801;8.117.712.085;5.777.271.492;7.237.127.689;Grapes
16;130;201;2.912.033.769;8.279.092.939;5.682.395.429;688.503.047;Grapes
39;129;203;3.438.922.481;8.318.392.806;5.863.996.687;7.103.001.556;Grapes
38;135;203;4.136.106.301;8.279.782.954;6.444.373.116;6.992.107.482;Grapes
33;120;205;3.512.158.265;8.226.890.793;5.550.832.178;6.971.518.491;Grapes
35;125;204;196.491.772;8.015.215.777;6.107.741.788;7.369.529.586;Grapes
1;132;200;1.627.852.801;8.294.270.065;5.620.745.638;6.657.462.809;Grapes
39;140;203;2.111.903.604;8.063.399.198;6.349.875.906;6.927.779.761;Grapes
28;145;202;192.077.707;829.042.841;6.484.323.189;6.683.113.717;Grapes
6;128;200;2.596.308.415;8.257.813.624;5.838.748.311;7.031.782.647;Grapes
6;139;199;2.567.385.024;816.212.135;629.099.842;7.410.919.422;Grapes
29;122;196;4.194.865.736;8.115.595.212;5.638.328.481;7.306.862.952;Grapes
37;144;197;1.118.994.268;808.084.305;6.415.555.956;6.634.234.944;Grapes
38;120;197;175.438.296;8.294.703.302;6.323.722.572;7.377.063.744;Grapes
38;141;198;1.305.809.741;8.028.297.993;5.757.009.965;7.075.633.584;Grapes
14;121;203;9.724.457.611;8.374.765.639;6.158.689.406;7.446.411.148;Grapes
6;125;204;2.792.004.934;8.293.262.435;5.733.539.807;6.992.092.839;Grapes
32;138;197;9.535.585.543;8.073.112.694;5.908.724.337;6.944.115.171;Grapes
11;124;204;1.342.988.625;8.006.633.966;6.361.141.107;7.140.043.037;Grapes
23;138;200;9.851.242.629;8.022.631.717;596.537.863;6.842.802.444;Grapes
40;143;201;2.497.256.132;8.272.828.653;6.476.757.723;6.670.016.285;Grapes
6;142;202;2.723.708.304;8.294.573.346;6.224.542.938;7.042.508.897;Grapes
37;124;195;1.870.679.077;834.795.292;6.209.928.251;665.964.488;Grapes
35;134;204;9.949.929.082;8.255.138.983;5.841.138.354;6.600.817.551;Grapes
119;25;51;2.647.330.219;8.092.254.421;6.283.818.329;5.365.742.581;Watermelon
119;19;55;2.518.780.042;8.344.621.709;6.818.261.383;4.687.420.883;Watermelon
105;30;50;2.529.954.705;8.177.527.562;637.620.108;5.704.147.057;Watermelon
114;8;50;2.474.631.269;8.830.866.319;6.581.587.932;5.795.826.144;Watermelon
